,tweet_id,date,time
12228,1236839599978283008,2020-03-09,2:21:54
12229,1236839637731233793,2020-03-09,2:22:3
12230,1236839755192524801,2020-03-09,2:22:31
12231,1236839771957161986,2020-03-09,2:22:35
12232,1236839864244383744,2020-03-09,2:22:57
12233,1236839868426113024,2020-03-09,2:22:58
12234,1236839922939510790,2020-03-09,2:23:11
12235,1236839994238668800,2020-03-09,2:23:28
12236,1236840036206870528,2020-03-09,2:23:38
12237,1236840048777183233,2020-03-09,2:23:41
12238,1236840115869122560,2020-03-09,2:23:57
12239,1236840153630425090,2020-03-09,2:24:6
12240,1236840224916832256,2020-03-09,2:24:23
12241,1236840262699233280,2020-03-09,2:24:32
12242,1236840321386008576,2020-03-09,2:24:46
12243,1236840455620435969,2020-03-09,2:25:18
12244,1236840455637274626,2020-03-09,2:25:18
12245,1236840476587823104,2020-03-09,2:25:23
12246,1236840497550942209,2020-03-09,2:25:28
12247,1236840728254439431,2020-03-09,2:26:23
12248,1236840820516499456,2020-03-09,2:26:45
12249,1236840875063259137,2020-03-09,2:26:58
